Rank,Word,Score,In Answerlist
4927,glove,9052.5,Yes
4928,lords,9052.5,No
4929,white,9052.5,Yes
4930,wiver,9052.5,No
4931,perce,9052.0,No
4932,steen,9052.0,No
4933,pekid,9051.5,No
4934,sowse,9051.5,No
4935,woven,9051.5,Yes
4936,crost,9051.0,No
4937,miche,9050.0,No
4938,treks,9050.0,No
4939,dials,9049.5,No
4940,munge,9049.5,No
4941,pinol,9049.5,No
4942,debur,9049.0,No
4943,hoves,9049.0,No
4944,lyard,9048.0,No
4945,strag,9048.0,No
4946,sugar,9048.0,Yes
4947,rindy,9047.5,No
4948,tousy,9047.5,No
4949,donsy,9046.5,No
4950,mases,9046.5,No
4951,owers,9046.5,No
4952,tenty,9046.5,No
4953,creed,9046.0,Yes
4954,poyas,9046.0,No
4955,estoc,9045.5,No
4956,mizen,9045.0,No
4957,yokeg,9045.0,No
4958,avize,9044.5,No
4959,kenaf,9044.5,No
4960,peake,9044.0,No
4961,kerel,9043.5,No
4962,leger,9043.0,No
4963,lythe,9043.0,No
4964,unget,9043.0,No
4965,datos,9042.5,No
4966,regle,9042.0,No
4967,chave,9041.0,No
4968,chute,9041.0,Yes
4969,rumal,9041.0,No
4970,carpi,9040.0,No
4971,modem,9040.0,Yes
4972,sitka,9040.0,No
4973,ecads,9039.5,No
4974,haded,9039.0,No
4975,pyran,9039.0,No
4976,fecit,9038.5,No
4977,twice,9038.5,Yes
4978,berob,9038.0,No
4979,jades,9038.0,No
4980,etape,9037.5,No
4981,while,9037.5,Yes
4982,heath,9037.0,Yes
4983,ycled,9035.5,No
4984,vowel,9034.5,Yes
4985,aioli,9034.0,No
4986,greet,9034.0,Yes
4987,pokal,9034.0,No
4988,print,9034.0,Yes
4989,sound,9034.0,Yes
4990,choke,9033.5,Yes
4991,edict,9033.5,Yes
4992,mikes,9033.5,No
4993,telly,9033.0,No
4994,trait,9033.0,Yes
4995,guyle,9031.5,No
4996,huers,9030.5,No
4997,abcee,9030.0,No
4998,pekea,9029.5,No
4999,frier,9029.0,No
5000,icier,9029.0,No
5001,porth,9029.0,No
5002,pilon,9028.5,No
5003,reorg,9028.0,No
5004,fiere,9027.5,No
5005,laith,9027.5,No
5006,skyte,9027.5,No
5007,amirs,9027.0,No
5008,diact,9027.0,No
5009,ditas,9026.5,No
5010,skart,9026.5,No
5011,ledgy,9026.0,No
5012,dreys,9025.5,No
5013,goves,9025.5,No
5014,codec,9024.5,No
5015,kerne,9024.5,No
5016,raspy,9024.5,Yes
5017,drapy,9024.0,No
5018,linty,9024.0,No
5019,loess,9024.0,No
5020,skran,9023.5,No
5021,being,9023.0,Yes
5022,hairs,9023.0,No
5023,seams,9023.0,No
5024,wadge,9023.0,No
5025,lapin,9022.0,No
5026,ileus,9021.5,No
5027,roars,9021.5,No
5028,gular,9021.0,No
5029,perks,9021.0,No
5030,recco,9021.0,No
5031,rival,9020.5,Yes
5032,mitry,9020.0,No
5033,total,9020.0,Yes
5034,ernes,9019.5,No
5035,linga,9019.5,No
5036,pitas,9019.5,No
5037,lotic,9018.5,No
5038,preys,9018.5,No
5039,shive,9018.5,No
5040,phota,9018.0,No
5041,cytes,9017.5,No
5042,hoagy,9017.5,No
5043,polis,9017.5,No
5044,torcs,9017.5,No
5045,abeng,9016.5,No
5046,besaw,9016.5,No
5047,nisei,9016.5,No
5048,rhino,9016.5,Yes
5049,winge,9016.5,No
5050,fides,9016.0,No
5051,knawe,9016.0,No
5052,olehs,9016.0,No
5053,rutin,9016.0,No
5054,kolas,9015.0,No
5055,tenes,9015.0,No
5056,calos,9014.5,No
5057,cornu,9014.5,No
5058,heame,9014.5,No
5059,terts,9014.5,No
5060,doits,9014.0,No
5061,leave,9014.0,Yes
5062,teeny,9014.0,No
5063,shaly,9013.5,No
5064,teles,9013.0,No
5065,bardy,9011.5,No
5066,flota,9011.5,No
5067,lours,9011.5,No
5068,orpin,9011.0,No
5069,dyers,9010.5,No
5070,hoist,9010.5,Yes
5071,trads,9010.5,No
5072,roupy,9009.5,No
5073,tench,9009.0,No
5074,nines,9008.5,No
5075,sabin,9006.5,No
5076,zonal,9006.5,Yes
5077,tenue,9006.0,No
5078,vertu,9006.0,No
5079,pians,9005.5,No
5080,zayde,9005.5,No
5081,jaspe,9004.5,No
5082,neafe,9004.0,No
5083,rigol,9003.5,No
5084,wiped,9003.0,No
5085,tubes,9002.5,No
5086,titar,9002.0,No
5087,gaged,9001.0,No
5088,newly,9001.0,Yes
5089,rekey,9001.0,No
5090,wages,9001.0,No
5091,akene,9000.5,No
5092,teaze,9000.5,No
5093,vawte,9000.5,No
5094,whine,9000.5,Yes
5095,warty,9000.0,Yes
5096,actin,8999.5,No
5097,gairs,8999.5,No
5098,splay,8999.0,No
5099,blues,8998.5,No
5100,clerk,8998.0,Yes
5101,mixte,8998.0,No
5102,porgy,8998.0,No
5103,strak,8998.0,No
5104,orcin,8997.5,No
5105,seyen,8997.5,No
5106,sides,8997.5,No
5107,trigo,8997.5,No
5108,musar,8997.0,No
5109,pelsh,8997.0,No
5110,oxime,8996.5,No
5111,inarm,8996.0,No
5112,trest,8996.0,No
5113,vespa,8996.0,No
5114,cando,8995.5,No
5115,maxes,8995.5,No
5116,orach,8995.5,No
5117,lemma,8995.0,No
5118,potsy,8995.0,No
5119,shalt,8995.0,Yes
5120,blude,8994.5,No
5121,pomme,8994.5,No
5122,thief,8994.5,Yes
5123,uveal,8994.5,No
5124,withe,8994.5,No
5125,preop,8993.5,No
5126,koris,8993.0,No
5127,cooee,8992.5,No
5128,reedy,8992.5,Yes
5129,elder,8992.0,Yes
5130,onsen,8992.0,No
5131,dosha,8991.5,No
5132,herms,8991.5,No
5133,manos,8991.5,No
5134,ruder,8991.5,Yes
5135,sokes,8991.5,No
5136,purda,8991.0,No
5137,baric,8990.0,No
5138,pized,8990.0,No
5139,rebel,8989.5,Yes
5140,weils,8989.5,No
5141,octal,8989.0,Yes
5142,faros,8988.5,No
5143,libor,8988.0,No
5144,crans,8987.0,No
5145,aware,8986.5,Yes
5146,duras,8986.0,No
5147,frets,8986.0,No
5148,piton,8986.0,No
5149,redry,8986.0,No
5150,lards,8985.5,No
5151,aumil,8984.5,No
5152,adzes,8984.0,No
5153,ribas,8983.5,No
5154,hilsa,8983.0,No
5155,ester,8982.5,Yes
5156,zoril,8982.5,No
5157,bunia,8982.0,No
5158,fusel,8982.0,No
5159,haves,8982.0,No
5160,herps,8982.0,No
5161,houri,8982.0,No
5162,omdeh,8982.0,No
5163,stoln,8982.0,No
5164,nerfs,8981.0,No
5165,ohias,8981.0,No
5166,pomas,8981.0,No
5167,splat,8980.5,Yes
5168,talcy,8980.5,No
5169,kelim,8979.5,No
5170,orval,8979.5,No
5171,tilak,8979.0,No
5172,hohed,8978.5,No
5173,afion,8977.5,No
5174,jobed,8977.5,No
5175,rauns,8976.0,No
5176,biont,8975.5,No
5177,minas,8975.5,No
5178,rawin,8975.5,No
5179,knave,8975.0,Yes
5180,noahs,8975.0,No
5181,lurid,8974.5,Yes
5182,pryan,8974.5,No
5183,shura,8974.0,No
5184,swelt,8973.5,No
5185,imped,8973.0,No
5186,narky,8973.0,No
5187,klieg,8972.5,No
5188,medic,8972.5,Yes
5189,pansy,8972.5,Yes
5190,lotta,8972.0,No
5191,decaf,8971.0,No
5192,grand,8970.5,Yes
5193,ovary,8970.5,Yes
5194,palsy,8970.5,Yes
5195,roshi,8970.5,No
5196,bursa,8970.0,No
5197,letup,8970.0,No
5198,octan,8970.0,No
5199,ojime,8970.0,No
5200,saros,8970.0,No
5201,shorl,8970.0,No
5202,prems,8969.5,No
5203,ixora,8969.0,No
5204,tulle,8969.0,Yes
5205,germs,8968.0,No
5206,lions,8968.0,No
5207,trank,8967.5,No
5208,angry,8966.5,Yes
5209,borts,8965.5,No
5210,torii,8965.5,No
5211,basto,8965.0,No
5212,vibey,8964.5,No
5213,fonda,8964.0,No
5214,sudor,8964.0,No
5215,bicep,8963.5,Yes
5216,rozit,8962.5,No
5217,harim,8961.0,No
5218,spalt,8961.0,No
5219,knule,8960.0,No
5220,sorry,8959.5,Yes
5221,koans,8958.5,No
5222,sprit,8958.5,No
5223,dalis,8957.5,No
5224,moyas,8957.5,No
5225,slorm,8957.5,No
5226,craig,8957.0,No
5227,dopas,8957.0,No
5228,pends,8956.5,No
5229,ixtle,8956.0,No
5230,umpie,8956.0,No
5231,meake,8955.5,No
5232,revie,8955.5,No
5233,toast,8955.5,Yes
5234,chota,8954.5,No
5235,duets,8954.5,No
5236,redes,8954.5,No
5237,crapy,8953.5,No
5238,lises,8952.5,No
5239,doppe,8951.5,No
5240,neski,8951.5,No
5241,shorn,8951.0,Yes
5242,lousy,8950.5,Yes
5243,palis,8950.5,No
5244,pilau,8950.5,No
5245,pelus,8949.5,No
5246,scaly,8949.5,Yes
5247,corgi,8949.0,No
5248,yourn,8948.0,No
5249,nuked,8947.5,No
5250,jures,8946.5,No
5251,petto,8946.5,No
5252,heids,8946.0,No
5253,karsy,8946.0,No
5254,mixen,8946.0,No
5255,theic,8946.0,No
5256,clept,8945.0,No
5257,rubai,8945.0,No
5258,devil,8944.5,Yes
5259,techy,8944.5,No
5260,berry,8943.5,Yes
5261,coits,8943.5,No
5262,treck,8943.5,No
5263,woady,8943.5,No
5264,balti,8943.0,No
5265,fakes,8943.0,No
5266,alcid,8942.5,No
5267,decad,8942.5,No
5268,areae,8942.0,No
5269,gloze,8942.0,No
5270,songy,8942.0,No
5271,hardy,8941.5,Yes
5272,zooey,8941.5,No
5273,there,8941.0,Yes
5274,fleur,8940.5,No
5275,luges,8940.0,No
5276,rerun,8940.0,Yes
5277,chola,8939.5,No
5278,duels,8939.5,No
5279,mebos,8939.5,No
5280,deshi,8939.0,No
5281,kefir,8938.5,No
5282,ligan,8938.5,No
5283,omrah,8938.5,No
5284,aloft,8938.0,Yes
5285,courd,8937.5,No
5286,vogue,8937.5,Yes
5287,flary,8937.0,No
5288,metel,8937.0,No
5289,capot,8936.5,No
5290,ogive,8936.5,No
5291,abris,8936.0,No
5292,mulai,8935.0,No
5293,aryls,8934.5,No
5294,damme,8934.5,No
5295,petit,8934.5,No
5296,oohed,8934.0,No
5297,aitus,8933.5,No
5298,murex,8933.5,No
5299,merks,8932.5,No
5300,semen,8932.5,Yes
5301,xeric,8932.5,No
5302,orbit,8932.0,Yes
5303,adorb,8931.5,No
5304,solas,8931.5,No
5305,comme,8931.0,No
5306,mitas,8931.0,No
5307,rewax,8931.0,No
5308,banty,8930.5,No
5309,foals,8930.5,No
5310,louis,8930.5,No
5311,smalt,8930.5,No
5312,baaed,8930.0,No
5313,bason,8930.0,No
5314,mylar,8929.0,No
5315,ronin,8929.0,No
5316,coils,8928.5,No
5317,siege,8928.5,Yes
5318,emits,8928.0,No
5319,patsy,8928.0,Yes
5320,rands,8928.0,No
5321,gauze,8927.5,Yes
5322,guest,8927.5,Yes
5323,karst,8927.5,No
5324,towze,8927.5,No
5325,algae,8927.0,Yes
5326,miaul,8927.0,No
5327,remix,8927.0,No
5328,reive,8926.5,No
5329,shoes,8926.5,No
5330,yarns,8926.0,No
5331,benet,8925.5,No
5332,idant,8925.5,No
5333,yikes,8925.5,No
5334,pails,8925.0,No
5335,guano,8924.5,No
5336,sakes,8924.5,No
5337,torsk,8924.5,No
5338,fixer,8923.5,Yes
5339,ascot,8923.0,Yes
5340,capri,8923.0,No
5341,frize,8922.5,No
5342,toing,8922.0,No
5343,ackee,8920.5,No
5344,bitte,8920.0,No
5345,flyte,8919.5,No
5346,nioza,8919.0,No
5347,rerig,8919.0,No
5348,moits,8918.5,No
5349,lenes,8918.0,No
5350,comas,8917.5,No
5351,cleik,8917.0,No
5352,plast,8917.0,No
5353,kehua,8915.5,No
5354,crios,8914.5,No
5355,cello,8914.0,Yes
5356,essay,8914.0,Yes
5357,metif,8914.0,No
5358,neigh,8914.0,Yes
5359,wrier,8914.0,No
5360,overs,8913.5,No
5361,beres,8912.0,No
5362,bogan,8912.0,No
5363,salud,8912.0,No
5364,axels,8911.5,No
5365,demic,8911.5,No
5366,wooed,8911.5,No
5367,phyle,8911.0,No
5368,pooay,8911.0,No
5369,thali,8911.0,No
5370,mensh,8910.5,No
5371,girly,8909.5,Yes
5372,morgy,8909.5,No
5373,wanze,8909.5,No
5374,given,8909.0,Yes
5375,steed,8908.5,Yes
5376,taxor,8908.5,No
5377,decim,8908.0,No
5378,envoi,8908.0,No
5379,pened,8907.5,No
5380,syrah,8907.5,No
5381,urbia,8907.5,No
5382,emacs,8907.0,No
5383,oozie,8907.0,No
5384,aulic,8906.5,No
5385,cruve,8906.5,No
5386,popia,8906.5,No
5387,ragis,8906.5,No
5388,rykes,8906.5,No
5389,spume,8906.5,No
5390,yente,8906.5,No
5391,crems,8906.0,No
5392,lubes,8905.5,No
5393,align,8905.0,Yes
5394,glues,8905.0,No
5395,letty,8905.0,No
5396,algin,8904.5,No
5397,lants,8904.5,No
5398,leaze,8903.5,No
5399,moils,8903.5,No
5400,flued,8902.5,No
5401,vadge,8901.5,No
5402,symar,8901.0,No
5403,wides,8901.0,No
5404,sneed,8900.5,No
5405,ahind,8900.0,No
5406,lengs,8900.0,No
5407,nempt,8900.0,No
5408,spect,8900.0,No
5409,adopt,8899.5,Yes
5410,pasty,8899.5,Yes
5411,theta,8899.5,Yes
5412,fetwa,8899.0,No
5413,linos,8897.5,No
5414,fendy,8897.0,No
5415,creps,8896.5,No
5416,knelt,8896.5,Yes
5417,mompe,8896.5,No
5418,tubar,8896.5,No
5419,daiko,8896.0,No
5420,cheba,8895.0,No
5421,dicta,8895.0,No
5422,bergs,8894.0,No
5423,ebons,8894.0,No
5424,halid,8894.0,No
5425,login,8894.0,Yes
5426,scant,8894.0,Yes
5427,envoy,8893.5,Yes
5428,kipes,8893.5,No
5429,cloam,8893.0,No
5430,feods,8893.0,No
5431,sewer,8893.0,Yes
5432,teers,8893.0,No
5433,inros,8892.5,No
5434,biros,8891.5,No
5435,coins,8891.5,No
5436,glory,8891.5,Yes
5437,gibes,8891.0,No
5438,gnarl,8891.0,No
5439,canst,8890.5,No
5440,muras,8890.5,No
5441,taish,8890.5,No
5442,ravin,8890.0,No
5443,ratoo,8889.0,No
5444,unkey,8888.5,No
5445,modin,8888.0,No
5446,opsat,8888.0,No
5447,pains,8888.0,No
5448,savoy,8888.0,Yes
5449,gouge,8887.5,Yes
5450,piped,8887.0,No
5451,scorn,8887.0,Yes
5452,tauld,8887.0,No
5453,legal,8886.5,Yes
5454,motis,8886.5,No
5455,inula,8886.0,No
5456,ulzie,8886.0,No
5457,unleg,8886.0,No
5458,pouty,8884.5,Yes
5459,tarps,8884.0,No
5460,blive,8883.5,No
5461,green,8883.5,Yes
5462,kurta,8883.5,No
5463,sokah,8883.5,No
5464,breds,8882.5,No
5465,routh,8882.5,No
5466,james,8881.5,No
5467,runty,8881.5,No
5468,poilu,8880.5,No
5469,rifer,8880.5,No
5470,chary,8880.0,No
5471,elope,8880.0,Yes
5472,sudan,8880.0,No
5473,zeera,8880.0,No
5474,etage,8879.5,No
5475,ratus,8878.5,No
5476,tsked,8877.5,No
5477,tugra,8877.5,No
5478,umber,8877.0,No
5479,nards,8876.5,No
5480,apols,8876.0,No
5481,dense,8876.0,Yes
5482,skarn,8876.0,No
5483,liang,8875.5,No
5484,boxes,8875.0,No
5485,baons,8874.5,No
5486,mikra,8874.0,No
5487,herry,8873.5,No
5488,onlap,8873.5,No
5489,sefer,8873.5,No
5490,mesyl,8873.0,No
5491,woose,8873.0,No
5492,swart,8872.5,No
5493,rabis,8872.0,No
5494,vowed,8872.0,No
5495,avion,8871.5,No
5496,coyau,8871.0,No
5497,lewis,8871.0,No
5498,rebus,8871.0,Yes
5499,birdo,8870.5,No
5500,siens,8870.5,No
5501,trays,8870.5,No
5502,vague,8870.5,Yes
5503,unket,8870.0,No
5504,abeys,8869.5,No
5505,foamy,8869.5,Yes
5506,jeons,8869.5,No
5507,pense,8869.0,No
5508,bourn,8868.5,No
5509,hotly,8868.0,Yes
5510,mends,8868.0,No
5511,nirls,8868.0,No
5512,veils,8868.0,No
5513,viced,8868.0,No
5514,bekah,8867.5,No
5515,hutia,8867.5,No
5516,letch,8867.5,No
5517,leuds,8867.5,No
5518,nicad,8867.5,No
5519,talik,8867.5,No
5520,utter,8867.0,Yes
5521,melds,8866.0,No
5522,aweel,8865.5,No
5523,reels,8864.5,No
5524,rorid,8864.5,No
5525,anglo,8864.0,No
5526,manis,8864.0,No
5527,ohone,8863.5,No
5528,avoid,8863.0,Yes
5529,menus,8863.0,No
5530,capex,8862.5,No
5531,serve,8862.5,Yes
5532,chace,8862.0,No
5533,malis,8862.0,No
5534,chart,8861.5,Yes
5535,borax,8861.0,Yes
5536,bedad,8860.5,No
5537,bulge,8860.0,Yes
5538,bases,8859.0,No
5539,befit,8859.0,Yes
5540,types,8859.0,No
5541,serer,8858.5,No
5542,redug,8858.0,No
5543,cyano,8857.5,No
5544,brosy,8857.0,No
5545,dorky,8856.0,No
5546,hoses,8856.0,No
5547,smerk,8856.0,No
5548,seeld,8855.5,No
5549,below,8855.0,Yes
5550,spoil,8855.0,Yes
5551,final,8854.5,Yes
5552,krais,8854.0,No
5553,clast,8853.5,No
5554,tronc,8853.5,No
5555,nudge,8853.0,Yes
5556,dives,8852.5,No
5557,zedas,8852.5,No
5558,scaur,8852.0,No
5559,ocote,8851.5,No
5560,rougy,8851.5,No
5561,elfin,8851.0,Yes
5562,guyed,8851.0,No
5563,poult,8851.0,No
5564,japes,8850.5,No
5565,stark,8850.5,Yes
5566,esile,8849.0,No
5567,kents,8849.0,No
5568,porky,8849.0,No
5569,segas,8849.0,No
5570,eyrir,8848.5,No
5571,oints,8848.5,No
5572,emote,8848.0,No
5573,suint,8848.0,No
5574,chyle,8847.5,No
5575,trins,8847.5,No
5576,downa,8847.0,No
5577,kelts,8847.0,No
5578,spado,8847.0,No
5579,barns,8846.5,No
5580,etics,8846.5,No
5581,neons,8846.5,No
5582,bikes,8846.0,No
5583,joram,8846.0,No
5584,sluse,8845.5,No
5585,pendu,8845.0,No
5586,terfe,8844.5,No
5587,graip,8844.0,No
5588,agios,8843.5,No
5589,horns,8843.5,No
5590,smize,8843.5,No
5591,adeem,8843.0,No
5592,choir,8843.0,Yes
5593,cheka,8842.5,No
5594,geode,8842.5,No
5595,saris,8842.5,No
5596,snark,8842.5,No
5597,dupes,8842.0,No
5598,eerie,8842.0,Yes
5599,heres,8842.0,No
5600,hogan,8842.0,No
5601,kubie,8842.0,No
5602,inbye,8841.5,No
5603,antic,8841.0,Yes
5604,gwine,8841.0,No
5605,waved,8841.0,No
5606,zendo,8841.0,No
5607,staun,8840.5,No
5608,horah,8839.5,No
5609,sheik,8839.5,Yes
5610,cided,8839.0,No
5611,joked,8839.0,No
5612,mimed,8839.0,No
5613,pical,8839.0,No
5614,shirt,8839.0,Yes
5615,duars,8838.5,No
5616,corby,8838.0,No
5617,detox,8837.0,Yes
5618,hazes,8837.0,No
5619,blets,8836.5,No
5620,mails,8836.5,No
5621,aptly,8835.5,Yes
5622,deads,8834.5,No
5623,rayls,8834.5,No
5624,bugle,8834.0,Yes
5625,thorn,8834.0,Yes
5626,breed,8833.5,Yes
5627,ecole,8833.5,No
5628,kriol,8833.5,No
5629,genet,8832.0,No
5630,inned,8832.0,No
5631,skyed,8832.0,No
5632,cubed,8831.5,No
5633,veins,8831.0,No
5634,reddy,8830.5,No
5635,clype,8830.0,No
5636,niece,8830.0,Yes
5637,agate,8829.5,Yes
5638,keaki,8829.5,No
5639,meshy,8829.0,No
5640,rorty,8829.0,No
5641,duces,8828.5,No
5642,harts,8828.5,No
5643,unlay,8828.5,No
5644,mudar,8828.0,No
5645,wakes,8828.0,No
5646,reens,8827.5,No
5647,drees,8827.0,No
5648,nelly,8827.0,No
5649,ryals,8827.0,No
5650,brats,8826.5,No
5651,octad,8826.5,No
5652,bedim,8826.0,No
5653,fiars,8825.0,No
5654,cains,8824.5,No
5655,deice,8824.5,No
5656,yerks,8824.5,No
5657,powan,8824.0,No
5658,apses,8823.5,No
5659,cueca,8823.5,No
5660,spiry,8823.5,No
5661,noust,8823.0,No
5662,rewth,8823.0,No
5663,yonis,8823.0,No
5664,barmy,8822.5,No
5665,beery,8822.0,No
5666,basil,8821.5,Yes
5667,enure,8821.5,No
5668,puces,8821.5,No
5669,trams,8821.5,No
5670,gauge,8820.5,Yes
5671,lound,8820.0,No
5672,prees,8820.0,No
5673,fused,8819.5,No
5674,staig,8819.5,No
5675,mened,8819.0,No
5676,wrens,8819.0,No
5677,geres,8818.5,No
5678,yokan,8818.5,No
5679,gaols,8818.0,No
5680,loids,8818.0,No
5681,purin,8818.0,No
5682,aunts,8817.0,No
5683,jeera,8817.0,No
5684,elide,8816.0,Yes
5685,fella,8815.5,Yes
5686,fifer,8815.5,No
5687,abate,8815.0,Yes
5688,cohoe,8815.0,No
5689,fices,8815.0,No
5690,kheda,8815.0,No
5691,rugal,8815.0,No
5692,river,8814.5,Yes
5693,worst,8814.5,Yes
5694,skail,8814.0,No
5695,tripy,8814.0,No
5696,gazes,8813.5,No
5697,harls,8813.5,No
5698,guyse,8812.5,No
5699,oliva,8812.5,No
5700,octet,8812.0,Yes
5701,traps,8812.0,No
5702,fugie,8811.5,No
5703,kanae,8811.5,No
5704,fazed,8811.0,No
5705,masty,8811.0,No
5706,wiels,8811.0,No
5707,redye,8810.5,No
5708,faint,8810.0,Yes
5709,prora,8810.0,No
5710,ruses,8810.0,No
5711,sipes,8810.0,No
5712,dodge,8809.0,Yes
5713,dregs,8809.0,No
5714,egads,8809.0,No
5715,delft,8808.5,No
5716,sever,8807.5,Yes
5717,umbre,8807.5,No
5718,venom,8807.5,Yes
5719,woxen,8807.5,No
5720,chuse,8807.0,No
5721,fitna,8807.0,No
5722,garbo,8806.5,No
5723,ileum,8806.0,No
5724,tunas,8806.0,No
5725,blume,8805.5,No
5726,cense,8805.5,No
5727,guiro,8805.5,No
5728,bytes,8805.0,No
5729,hoxes,8805.0,No
5730,paean,8805.0,No
5731,spirt,8805.0,No
5732,torch,8805.0,Yes
5733,ender,8804.0,No
5734,okras,8803.0,No
5735,basin,8802.5,Yes
5736,mixed,8802.5,No
5737,thens,8802.5,No
5738,yrapt,8802.0,No
5739,stond,8801.5,No
5740,reggo,8801.0,No
5741,sodic,8801.0,No
5742,sused,8801.0,No
5743,maiko,8800.5,No
5744,tacos,8800.0,No
5745,mains,8799.5,No
5746,giros,8798.0,No
5747,mesas,8798.0,No
5748,pepon,8798.0,No
5749,qorma,8798.0,No
5750,parki,8796.5,No
5751,sices,8796.5,No
5752,gormy,8796.0,No
5753,leers,8796.0,No
5754,netty,8796.0,No
5755,firma,8795.5,No
5756,jaxie,8795.0,No
5757,timon,8795.0,No
5758,demob,8794.5,No
5759,dryer,8794.5,Yes
5760,parvo,8793.5,No
5761,lymes,8793.0,No
5762,nixes,8792.5,No
5763,sohur,8792.5,No
5764,wersh,8792.5,No
5765,sprod,8792.0,No
5766,fosse,8791.5,No
5767,pagri,8791.5,No
5768,rewet,8791.5,No
5769,babes,8791.0,No
5770,crout,8791.0,No
5771,dault,8791.0,No
5772,perfs,8790.0,No
5773,plica,8789.5,No
5774,bract,8789.0,No
5775,darky,8789.0,No
5776,frais,8789.0,No
5777,hived,8789.0,No
5778,serre,8789.0,No
5779,oches,8788.5,No
5780,fumet,8788.0,No
5781,hizen,8787.5,No
5782,pogge,8787.5,No
5783,pryer,8787.5,No
5784,azyme,8787.0,No
5785,mbira,8787.0,No
5786,milpa,8787.0,No
5787,pitso,8787.0,No
5788,redub,8787.0,No
5789,capon,8786.0,No
5790,ickle,8786.0,No
5791,corky,8785.5,No
5792,levis,8785.5,No
5793,zibet,8785.0,No
5794,fetta,8784.5,No
5795,gauje,8784.5,No
5796,pondy,8784.5,No
5797,birsy,8784.0,No
5798,fents,8784.0,No
5799,goban,8784.0,No
5800,easts,8783.5,No
5801,ferox,8783.0,No
5802,cives,8782.0,No
5803,felts,8782.0,No
5804,newsy,8782.0,No
5805,parky,8782.0,No
5806,goxes,8781.5,No
5807,rawly,8781.5,No
5808,rooty,8781.5,No
5809,duvet,8781.0,Yes
5810,mouly,8781.0,No
5811,resee,8781.0,No
5812,alcos,8780.5,No
5813,mense,8780.5,No
5814,scopa,8780.5,No
5815,lowry,8780.0,No
5816,sidha,8780.0,No
5817,cowal,8779.5,No
5818,heder,8779.5,No
5819,afros,8779.0,No
5820,atocs,8779.0,No
5821,foxed,8779.0,No
5822,hexad,8779.0,No
5823,bible,8778.5,Yes
5824,aevum,8778.0,No
5825,hyles,8777.5,No
5826,storm,8777.5,Yes
5827,fiord,8777.0,No
5828,rafty,8777.0,No
5829,briny,8776.5,Yes
5830,harns,8776.5,No
5831,hikes,8776.0,No
5832,hynde,8775.5,No
5833,tarry,8775.5,No
5834,tarty,8775.5,No
5835,smeik,8775.0,No
5836,verte,8775.0,No
5837,brans,8774.5,No
5838,meted,8774.5,No
5839,mudra,8774.5,No
5840,strop,8774.5,No
5841,sedum,8774.0,No
5842,tiefs,8774.0,No
5843,poach,8773.5,No
5844,ascon,8772.5,No
5845,skerm,8772.5,No
5846,tangi,8772.5,No
5847,carby,8771.0,No
5848,abbed,8770.0,No
5849,query,8770.0,Yes
5850,tithe,8770.0,Yes
5851,fural,8769.5,No
5852,abear,8769.0,No
5853,pects,8768.5,No
5854,yawey,8768.5,No
5855,donut,8768.0,Yes
5856,primo,8768.0,Yes
5857,raksi,8768.0,No
5858,rompy,8766.0,No
5859,gases,8765.5,No
5860,gived,8765.5,No
5861,sents,8765.5,No
5862,doona,8765.0,No
5863,larum,8765.0,No
5864,pluke,8765.0,No
5865,stewy,8765.0,No
5866,netes,8764.5,No
5867,cerge,8764.0,No
5868,jelab,8762.5,No
5869,moult,8762.5,Yes
5870,scrod,8762.0,No
5871,truly,8762.0,Yes
5872,kelpy,8761.5,No
5873,ruban,8761.5,No
5874,tryma,8761.5,No
5875,algid,8761.0,No
5876,trews,8761.0,No
5877,cowan,8760.5,No
5878,musee,8760.5,No
5879,batos,8759.5,No
5880,souct,8759.0,No
5881,raiks,8758.0,No
5882,tangy,8758.0,Yes
5883,nuevo,8757.5,No
5884,rests,8757.0,No
5885,crees,8756.5,No
5886,puked,8756.5,No
5887,hydel,8755.5,No
5888,runos,8755.0,No
5889,iched,8754.5,No
5890,norms,8754.5,No
5891,daunt,8754.0,Yes
5892,askew,8753.0,Yes
5893,laund,8753.0,No
5894,topis,8753.0,No
5895,silva,8752.5,No
5896,gryke,8752.0,No
5897,tupek,8752.0,No
5898,urman,8752.0,No
5899,ebank,8751.5,No
5900,guard,8751.5,Yes
5901,laids,8751.0,No
5902,takin,8751.0,No
5903,count,8750.5,Yes
5904,furan,8750.5,No
5905,fiked,8750.0,No
5906,noove,8750.0,No
5907,tweak,8750.0,Yes
5908,betel,8749.5,Yes
5909,goads,8748.5,No
5910,nould,8748.0,No
5911,rieve,8748.0,No
5912,macon,8747.5,No
5913,porus,8747.5,No
5914,tuans,8747.5,No
5915,warst,8747.5,No
5916,budes,8746.5,No
5917,neifs,8746.5,No
5918,fauve,8746.0,No
5919,lubra,8746.0,No
5920,pesky,8746.0,Yes
5921,tabid,8746.0,No
5922,lorry,8745.5,Yes
5923,rudas,8745.5,No
5924,berks,8745.0,No
5925,muiry,8745.0,No
5926,narcs,8744.5,No
5927,recue,8744.5,No
5928,chest,8743.5,Yes
5929,imbed,8743.5,No
5930,harpy,8743.0,Yes
5931,breys,8742.5,No
5932,freet,8742.0,No
5933,cagot,8741.5,No
5934,adits,8741.0,No
5935,waxen,8740.5,Yes
5936,greed,8740.0,Yes
5937,testy,8739.5,Yes
