Rank,Word,Score,Overall Frequency,Pos1 Freq,Pos2 Freq,Pos3 Freq,Pos4 Freq,Pos5 Freq
2822,mesca,2454.8,3664,107,241,80,150,63
2823,plein,2454.8,3554,141,200,177,158,130
2824,waver,2454.7999999999997,3448,82,304,49,318,212
2825,coden,2454.4,3424,198,279,75,318,130
2826,verts,2454.4,3676,43,241,163,139,36
2827,regma,2454.3999999999996,3728,105,241,67,68,63
2828,spail,2454.3999999999996,3394,365,61,306,158,155
2829,stoln,2454.2000000000003,3439,365,77,243,162,130
2830,belts,2454.2,3623,173,241,112,139,36
2831,beton,2453.8,3565,173,241,111,132,130
2832,oaked,2453.8,3561,41,304,12,318,118
2833,power,2453.8,3439,141,279,26,318,212
2834,ecads,2453.7999999999997,3741,72,40,306,69,36
2835,rives,2453.7999999999997,3617,105,201,49,318,36
2836,yetis,2453.4,3721,6,241,111,158,36
2837,eagre,2453.2,3412,72,304,67,150,422
2838,rayon,2453.2,3622,105,304,29,132,130
2839,amrit,2453.0,3587,140,38,163,158,253
2840,lards,2453.0,3649,87,304,163,69,36
2841,radon,2453.0,3591,105,304,75,132,130
2842,splat,2453.0,3453,365,61,112,162,253
2843,meads,2452.7999999999997,3582,107,241,306,69,36
2844,tahrs,2452.7999999999997,3656,149,304,9,150,36
2845,draco,2452.6,3493,111,267,306,150,58
2846,orach,2452.6,3487,41,267,306,150,137
2847,riped,2452.6,3555,105,201,57,318,118
2848,yrneh,2452.6,3511,6,267,137,318,137
2849,tophe,2452.4,3464,149,279,57,28,422
2850,rozes,2452.3999999999996,3588,105,279,11,318,36
2851,token,2452.2,3495,149,279,12,318,130
2852,clerk,2452.0,3528,198,200,177,150,113
2853,frats,2452.0,3498,135,267,306,139,36
2854,marls,2452.0,3572,107,304,163,162,36
2855,karst,2451.8,3479,20,304,163,171,253
2856,outed,2451.8,3571,41,185,111,318,118
2857,nairu,2451.7999999999997,3581,37,304,266,150,1
2858,orbed,2451.7999999999997,3553,41,267,56,318,118
2859,rakee,2451.6,3312,105,304,12,318,422
2860,ridge,2451.6,3500,105,201,75,76,422
2861,tasse,2451.2974959349594,3602,149,304,80,171,422
2862,puers,2451.2,3626,141,185,177,150,36
2863,bonce,2451.0,3311,173,279,137,150,422
2864,image,2451.0,3501,34,38,306,76,422
2865,wried,2450.7999999999997,3384,82,267,266,318,118
2866,brain,2450.6,3395,173,267,306,158,130
2867,marts,2450.6,3585,107,304,163,139,36
2868,perea,2450.6,3467,141,241,163,318,63
2869,daint,2450.4,3340,111,304,266,182,253
2870,defat,2450.4,3556,111,241,25,162,253
2871,ronts,2450.4,3620,105,279,137,139,36
2872,toped,2450.4,3470,149,279,57,318,118
2873,gynae,2450.3999999999996,3512,115,22,137,162,422
2874,skiey,2450.3999999999996,3202,365,10,266,318,364
2875,crems,2450.0,3586,198,267,177,68,36
2876,laked,2450.0,3524,87,304,12,318,118
2877,peins,2450.0,3506,141,241,266,182,36
2878,copes,2449.8,3491,198,279,57,318,36
2879,snive,2449.8,3293,365,87,266,45,422
2880,asity,2449.6,3466,140,16,266,139,364
2881,chair,2449.6,3404,198,144,306,158,212
2882,drive,2449.6,3342,111,267,266,45,422
2883,hemal,2449.6,3624,69,241,61,162,155
2884,scaly,2449.6,3258,365,40,306,162,364
2885,tauon,2449.6,3496,149,304,165,132,130
2886,conge,2449.4,3341,198,279,137,76,422
2887,melts,2449.4,3659,107,241,112,139,36
2888,coirs,2449.3999999999996,3463,198,279,266,150,36
2889,peach,2449.2,3432,141,241,306,150,137
2890,moray,2449.0,3365,107,279,163,162,364
2891,teaed,2449.0,3327,149,241,306,318,118
2892,gelts,2448.9999999999995,3653,115,241,112,139,36
2893,ayelp,2448.8,3710,140,22,177,162,56
2894,erugo,2448.7999999999997,3656,72,267,165,76,58
2895,peags,2448.7999999999997,3548,141,241,306,76,36
2896,pedro,2448.7999999999997,3638,141,241,75,150,58
2897,detag,2448.6,3637,111,241,111,162,41
2898,goray,2448.6,3359,115,279,163,162,364
2899,riads,2448.6,3603,105,201,306,69,36
2900,terce,2448.6,3331,149,241,163,150,422
2901,lemur,2448.2,3625,87,241,61,82,212
2902,frita,2448.0,3500,135,267,266,139,63
2903,luted,2448.0,3534,87,185,111,318,118
2904,skyre,2447.8,3429,365,10,29,150,422
2905,baron,2447.6,3478,173,304,163,132,130
2906,plant,2447.6,3358,141,200,306,182,253
2907,glary,2447.2,3322,115,200,306,150,364
2908,ajies,2446.8,3570,140,2,266,318,36
2909,spied,2446.8,3326,365,61,266,318,118
2910,elite,2446.6,3345,72,200,266,139,422
2911,flute,2446.4,3370,135,200,165,139,422
2912,lotah,2446.4,3560,87,279,111,162,137
2913,belon,2446.3999999999996,3552,173,241,112,132,130
2914,ketol,2446.3999999999996,3638,20,241,111,132,155
2915,toads,2446.3999999999996,3518,149,279,306,69,36
2916,bairn,2446.2,3395,173,304,266,150,130
2917,maare,2446.0939024390245,3418,107,304,306,150,422
2918,lawed,2446.0,3508,87,304,26,318,118
2919,ferny,2445.8,3353,135,241,163,182,364
2920,holed,2445.8,3479,69,279,112,318,118
2921,acron,2445.7999999999997,3673,140,40,163,132,130
2922,paint,2445.6,3312,141,304,266,182,253
2923,grain,2445.4,3425,115,267,306,158,130
2924,isled,2445.3999999999996,3677,34,16,112,318,118
2925,olehs,2445.2000000000003,3754,41,200,177,28,36
2926,fleur,2445.2,3538,135,200,177,82,212
2927,sidhe,2445.2,3348,365,201,75,28,422
2928,parae,2445.052926829268,3467,141,304,163,162,422
2929,ylide,2445.0,3433,6,200,266,69,422
2930,moran,2444.8,3514,107,279,163,162,130
2931,rengs,2444.7999999999997,3678,105,241,137,76,36
2932,leres,2444.6,3511,87,241,163,318,36
2933,fades,2444.2,3495,135,304,75,318,36
2934,noirs,2443.8,3561,37,279,266,150,36
2935,coude,2443.3999999999996,3317,198,279,165,69,422
2936,spray,2443.3999999999996,3329,365,61,163,162,364
2937,frati,2443.2,3500,135,267,306,139,11
2938,achey,2443.0,3491,140,40,9,318,364
2939,nosir,2443.0,3561,37,279,80,158,212
2940,sheaf,2443.0,3489,365,144,177,162,26
2941,tinas,2443.0,3615,149,201,137,162,36
2942,maron,2442.8,3514,107,304,163,132,130
2943,yodel,2442.8,3516,6,279,75,318,155
2944,dover,2442.6,3425,111,279,49,318,212
2945,steel,2442.6,3343,365,77,177,318,155
2946,refis,2442.4,3694,105,241,25,158,36
2947,beady,2442.3999999999996,3302,173,241,306,69,364
2948,trabs,2442.2000000000003,3549,149,267,306,24,36
2949,aguey,2442.2,3405,140,11,165,318,364
2950,covet,2442.2,3339,198,279,49,318,253
2951,grove,2442.0,3342,115,267,243,45,422
2952,jacet,2442.0,3436,20,304,56,318,253
2953,sythe,2442.0,3438,365,22,111,28,422
2954,makie,2441.8,3401,107,304,12,158,422
2955,prief,2441.8,3391,141,267,266,318,26
2956,elogy,2441.7999999999997,3433,72,200,243,76,364
2957,rewon,2441.7999999999997,3647,105,241,26,132,130
2958,dines,2441.6000000000004,3534,111,201,137,318,36
2959,melon,2441.6,3588,107,241,112,132,130
2960,plied,2441.6,3374,141,200,266,318,118
2961,sente,2441.6,3200,365,241,137,139,422
2962,irons,2441.4,3561,34,267,243,182,36
2963,taste,2441.2416097560977,3602,149,304,80,139,422
2964,bulse,2441.2,3360,173,185,112,171,422
2965,limes,2441.2,3600,87,201,61,318,36
2966,douce,2441.0,3317,111,279,165,150,422
2967,sarvo,2441.0,3445,365,304,163,45,58
2968,heapy,2440.6,3381,69,241,306,50,364
2969,surah,2440.6,3393,365,185,163,162,137
2970,borek,2440.4,3370,173,279,163,318,113
2971,ulyie,2440.4,3506,33,200,29,158,422
2972,grike,2440.2,3317,115,267,266,55,422
2973,spial,2440.0,3394,365,61,266,162,155
2974,psora,2439.9999999999995,3658,141,16,243,150,63
2975,arena,2439.919756097561,3675,140,267,177,182,63
2976,laics,2439.6000000000004,3504,87,304,266,150,36
2977,screw,2439.6000000000004,3464,365,40,163,318,17
2978,orang,2439.6,3508,41,267,306,182,41
2979,strak,2439.4,3479,365,77,163,162,113
2980,emacs,2439.2000000000003,3664,72,38,306,150,36
2981,tynes,2439.2000000000003,3624,149,22,137,318,36
2982,yoker,2439.2000000000003,3514,6,279,12,318,212
2983,breid,2439.2,3470,173,267,177,158,118
2984,lokes,2439.0,3577,87,279,12,318,36
2985,clove,2438.8,3326,198,200,243,45,422
2986,toter,2438.634975609756,3609,149,279,111,318,212
2987,kiers,2438.6,3675,20,201,177,150,36
2988,nepit,2438.6,3567,37,241,57,158,253
2989,shaly,2438.4,3170,365,144,306,162,364
2990,aeger,2438.3999999999996,3412,140,241,67,318,212
2991,float,2438.3999999999996,3402,135,200,243,162,253
2992,yamen,2438.3999999999996,3518,6,304,61,318,130
2993,bento,2438.2,3565,173,241,137,139,58
2994,talcs,2438.2,3563,149,304,112,150,36
2995,ulema,2438.2,3703,33,200,177,68,63
2996,abled,2438.0,3594,140,16,112,318,118
2997,boree,2438.0,3160,173,279,163,318,422
2998,fient,2437.8,3431,135,201,177,182,253
2999,lardy,2437.8,3405,87,304,163,69,364
3000,anils,2437.6,3602,140,87,266,162,36
3001,paced,2437.6,3438,141,304,56,318,118
3002,phone,2437.6,3308,141,144,243,182,422
3003,roose,2437.471268292683,3548,105,279,243,171,422
3004,canto,2437.4,3505,198,304,137,139,58
3005,lurve,2437.4,3461,87,185,163,45,422
3006,rosin,2437.4,3561,105,279,80,158,130
3007,amble,2437.3999999999996,3517,140,38,56,162,422
3008,crios,2437.3999999999996,3463,198,267,266,132,36
3009,trank,2437.2,3384,149,267,306,182,113
3010,creel,2436.8,3318,198,267,177,318,155
3011,marly,2436.8,3328,107,304,163,162,364
3012,pines,2436.8,3506,141,201,137,318,36
3013,acmes,2436.4,3664,140,40,61,318,36
3014,mulse,2436.4,3396,107,185,112,171,422
3015,eager,2436.3999999999996,3412,72,304,67,318,212
3016,erick,2436.3999999999996,3482,72,267,266,150,113
3017,pouce,2436.2,3289,141,279,165,150,422
3018,prude,2436.2,3351,141,267,165,69,422
3019,wheat,2436.2,3515,82,144,177,162,253
3020,huers,2435.6,3648,69,185,177,150,36
3021,pesty,2435.6,3416,141,241,80,139,364
3022,spirt,2435.3999999999996,3329,365,61,266,150,253
3023,sates,2435.3072520325204,3602,365,304,111,318,36
3024,doble,2435.2,3372,111,279,56,162,422
3025,lowes,2435.0,3561,87,279,26,318,36
3026,ticed,2435.0,3497,149,201,56,318,118
3027,eidos,2434.8,3714,72,201,75,132,36
3028,embar,2434.7999999999997,3698,72,38,56,162,212
3029,wrens,2434.7999999999997,3562,82,267,177,182,36
3030,boteh,2434.6,3379,173,279,111,318,137
3031,onces,2434.6,3699,41,87,56,318,36
3032,siroc,2434.6,3463,365,201,163,132,31
3033,rotte,2434.575463414634,3609,105,279,111,139,422
3034,horst,2434.4,3434,69,279,163,171,253
3035,riven,2434.3999999999996,3522,105,201,49,318,130
3036,melty,2434.2,3415,107,241,112,139,364
3037,dinar,2434.0,3508,111,201,137,162,212
3038,havel,2434.0,3460,69,304,49,318,155
3039,jolie,2434.0,3396,20,279,112,158,422
3040,votes,2434.0,3532,43,279,111,318,36
3041,fones,2433.7999999999997,3453,135,279,137,318,36
3042,ranid,2433.6,3508,105,304,137,158,118
3043,mento,2433.4,3601,107,241,137,139,58
3044,leone,2433.2,3272,87,241,243,182,422
3045,moree,2433.2,3196,107,279,163,318,422
3046,games,2433.0,3499,115,304,61,318,36
3047,elvan,2432.7999999999997,3646,72,200,49,162,130
3048,ostia,2432.6,3795,41,16,111,158,63
3049,mulie,2432.4,3398,107,185,112,158,422
3050,doeth,2432.3999999999996,3492,111,279,177,139,137
3051,mesad,2432.3999999999996,3582,107,241,80,162,118
3052,mages,2432.2000000000003,3499,107,304,67,318,36
3053,ashed,2432.2,3653,140,16,9,318,118
3054,claut,2432.2,3361,198,200,306,82,253
3055,voice,2432.0,3280,43,279,266,150,422
3056,caged,2431.8,3383,198,304,67,318,118
3057,jager,2431.8,3439,20,304,67,318,212
3058,paoli,2431.8,3479,141,304,243,162,11
3059,kebar,2431.6,3592,20,241,56,162,212
3060,darre,2431.2776097560973,3495,111,304,163,150,422
3061,naric,2431.2,3590,37,304,163,158,31
3062,toady,2431.2,3274,149,279,306,69,364
3063,droil,2431.0,3429,111,267,243,158,155
3064,gofer,2431.0,3419,115,279,25,318,212
3065,skyer,2431.0,3429,365,10,29,318,212
3066,urges,2431.0,3571,33,267,67,318,36
3067,aixes,2430.8,3580,140,201,12,318,36
3068,gleis,2430.8,3594,115,200,177,158,36
3069,tacos,2430.8,3600,149,304,56,132,36
3070,arvee,2430.7999999999997,3254,140,267,49,318,422
3071,borna,2430.7999999999997,3478,173,279,163,182,63
3072,staun,2430.6,3411,365,77,306,82,130
3073,copen,2430.4,3396,198,279,57,318,130
3074,mercs,2430.4,3586,107,241,163,150,36
3075,haint,2430.0,3334,69,304,266,182,253
3076,laved,2430.0,3466,87,304,49,318,118
3077,rosha,2430.0,3680,105,279,80,28,63
3078,tetra,2429.834975609756,3831,149,241,111,150,63
3079,infer,2429.8,3599,34,87,25,318,212
3080,soole,2429.271268292683,3367,365,279,243,162,422
3081,styed,2429.2000000000003,3444,365,77,29,318,118
3082,syker,2429.0,3429,365,22,12,318,212
3083,metis,2428.9999999999995,3613,107,241,111,158,36
3084,jasey,2428.7999999999997,3324,20,304,80,318,364
3085,narcs,2428.7999999999997,3588,37,304,163,150,36
3086,doseh,2428.6,3431,111,279,80,318,137
3087,files,2428.6,3513,135,201,112,318,36
3088,griot,2428.6,3359,115,267,266,132,253
3089,dogie,2428.4,3356,111,279,67,158,422
3090,shrew,2428.4,3376,365,144,163,318,17
3091,rumes,2428.2,3577,105,185,61,318,36
3092,tical,2428.2,3565,149,201,56,162,155
3093,sales,2427.9072520325203,3589,365,304,112,318,36
3094,soote,2427.871268292683,3380,365,279,243,139,422
3095,plaur,2427.8,3419,141,200,306,82,212
3096,trild,2427.8,3405,149,267,266,162,118
3097,adorn,2427.7999999999997,3591,140,20,243,150,130
3098,cetyl,2427.6,3574,198,241,111,3,155
3099,moeni,2427.6,3542,107,279,177,182,11
3100,spree,2427.6,3160,365,61,163,318,422
3101,fract,2427.4,3305,135,267,306,150,253
3102,natis,2427.4,3615,37,304,111,158,36
3103,named,2427.3999999999996,3487,37,304,61,318,118
3104,thens,2427.3999999999996,3587,149,144,177,182,36
3105,edits,2427.2,3690,72,20,266,139,36
3106,raths,2427.2,3656,105,304,111,28,36
3107,fuero,2427.0,3575,135,185,177,150,58
3108,rheid,2427.0,3577,105,144,177,158,118
3109,voles,2426.6000000000004,3519,43,279,112,318,36
3110,buena,2426.4,3524,173,185,177,182,63
3111,retox,2426.4,3646,105,241,111,132,8
3112,toric,2426.4,3524,149,279,163,158,31
3113,irony,2426.2,3317,34,267,243,182,364
3114,limey,2426.0,3356,87,201,61,318,364
3115,morna,2426.0,3514,107,279,163,182,63
3116,crits,2425.8,3439,198,267,266,139,36
3117,moted,2425.8,3421,107,279,111,318,118
3118,fired,2425.4,3419,135,201,163,318,118
3119,under,2425.4,3559,33,87,75,318,212
3120,datil,2425.3999999999996,3483,111,304,111,158,155
3121,shard,2425.2,3320,365,144,306,150,118
3122,rohan,2425.0,3585,105,279,9,162,130
3123,rimed,2424.8,3506,105,201,61,318,118
3124,pucer,2424.6,3433,141,185,56,318,212
3125,cohen,2424.3999999999996,3418,198,279,9,318,130
3126,owers,2424.3999999999996,3742,41,44,177,150,36
3127,frais,2424.2000000000003,3439,135,267,306,158,36
3128,three,2424.2,3243,149,144,163,318,422
3129,torcs,2424.0,3522,149,279,163,150,36
3130,wreak,2424.0,3506,82,267,177,162,113
3131,usher,2423.9999999999995,3648,33,16,9,318,212
3132,lokey,2423.8,3333,87,279,12,318,364
3133,rando,2423.7999999999997,3591,105,304,137,69,58
3134,axles,2423.6,3626,140,14,112,318,36
3135,ident,2423.4,3595,34,20,177,182,253
3136,texas,2423.4,3639,149,241,12,162,36
3137,aiyee,2423.3999999999996,3299,140,201,29,318,422
3138,talcy,2423.0,3319,149,304,112,150,364
3139,unred,2423.0,3559,33,87,163,318,118
3140,muset,2422.6,3409,107,185,80,318,253
3141,roked,2422.6,3483,105,279,12,318,118
3142,thema,2422.6,3637,149,144,177,68,63
3143,garis,2422.4,3520,115,304,163,158,36
3144,pyres,2422.4,3584,141,22,163,318,36
3145,hover,2422.2000000000003,3419,69,279,49,318,212
3146,beryl,2422.2,3547,173,241,163,3,155
3147,menil,2422.2,3505,107,241,137,158,155
3148,comes,2422.0,3442,198,279,61,318,36
3149,darns,2422.0,3506,111,304,163,182,36
3150,foyle,2422.0,3352,135,279,29,162,422
3151,senza,2422.0,3486,365,241,137,20,63
3152,stand,2422.0,3338,365,77,306,182,118
3153,limen,2421.8,3505,87,201,61,318,130
3154,mavie,2421.8,3343,107,304,49,158,422
3155,moues,2421.7999999999997,3433,107,279,165,318,36
3156,piney,2421.6,3262,141,201,137,318,364
3157,brans,2421.4,3393,173,267,306,182,36
3158,toged,2421.4,3415,149,279,67,318,118
3159,dents,2421.3999999999996,3593,111,241,137,139,36
3160,arame,2421.2139024390244,3418,140,267,306,68,422
3161,faros,2421.2,3522,135,304,163,132,36
3162,holme,2421.2,3402,69,279,112,68,422
3163,cauri,2421.0,3483,198,304,165,150,11
3164,filar,2421.0,3487,135,201,112,162,212
3165,dirke,2420.8,3400,111,201,163,55,422
3166,netop,2420.8,3650,37,241,111,132,56
3167,decry,2420.2000000000003,3419,111,241,56,150,364
3168,glide,2420.2,3319,115,200,266,69,422
3169,perog,2420.2,3555,141,241,163,132,41
3170,speak,2420.0,3448,365,61,177,162,113
3171,fairs,2419.8,3439,135,304,266,150,36
3172,sayon,2419.8,3393,365,304,29,132,130
3173,posed,2419.7999999999997,3409,141,279,80,318,118
3174,chafe,2419.6,3296,198,144,306,35,422
3175,gusle,2419.6,3390,115,185,80,162,422
3176,tours,2419.3999999999996,3513,149,279,165,150,36
3177,atrip,2419.2,3636,140,77,163,158,56
3178,nadir,2419.2,3508,37,304,75,158,212
3179,siped,2419.2,3326,365,201,57,318,118
3180,coupe,2419.0,3289,198,279,165,50,422
3181,loves,2419.0,3519,87,279,49,318,36
3182,volar,2419.0,3493,43,279,112,162,212
3183,rowed,2418.6,3467,105,279,26,318,118
3184,atocs,2418.4,3600,140,77,243,150,36
3185,model,2418.4,3408,107,279,75,318,155
3186,moled,2418.4,3408,107,279,112,318,118
3187,racer,2418.174390243902,3577,105,304,56,318,212
3188,seals,2417.9072520325203,3589,365,241,306,162,36
3189,gamey,2417.8,3255,115,304,61,318,364
3190,loped,2417.7999999999997,3457,87,279,57,318,118
3191,maedi,2417.6,3584,107,304,177,69,11
3192,shlep,2417.6,3366,365,144,112,318,56
3193,royst,2417.4,3471,105,279,29,171,253
3194,segni,2417.0,3451,365,241,67,182,11
3195,valor,2417.0,3493,43,304,112,132,212
3196,mailo,2416.8,3430,107,304,266,162,58
3197,daube,2416.7999999999997,3344,111,304,165,24,422
3198,lodge,2416.7999999999997,3402,87,279,75,76,422
3199,setup,2416.7999999999997,3458,365,241,111,82,56
3200,drupe,2416.6,3351,111,267,165,50,422
3201,pents,2416.6,3565,141,241,137,139,36
3202,seats,2416.5072520325202,3602,365,241,306,139,36
3203,nomes,2416.4,3540,37,279,61,318,36
3204,boats,2416.2,3405,173,279,306,139,36
3205,grans,2416.2,3423,115,267,306,182,36
3206,sinew,2416.2,3335,365,201,137,318,17
3207,koels,2415.7999999999997,3577,20,279,177,162,36
3208,bower,2415.6,3354,173,279,26,318,212
3209,golpe,2415.6,3374,115,279,112,50,422
3210,lowen,2415.6,3466,87,279,26,318,130
3211,teers,2415.6,3524,149,241,177,150,36
3212,mercy,2415.2,3342,107,241,163,150,364
3213,coeds,2415.0,3519,198,279,177,69,36
3214,diota,2414.8,3520,111,201,243,139,63
3215,moker,2414.8,3406,107,279,12,318,212
3216,bogle,2414.6,3289,173,279,67,162,422
3217,reups,2414.4,3626,105,241,165,50,36
3218,sizel,2414.3999999999996,3324,365,201,11,318,155
3219,acedy,2414.2,3497,140,40,177,69,364
3220,idles,2414.2,3677,34,20,112,318,36
3221,mbret,2414.0,3452,107,16,163,318,253
3222,loads,2413.8,3505,87,279,306,69,36
3223,anear,2413.772926829268,3675,140,87,177,162,212
3224,sores,2413.7072520325205,3548,365,279,163,318,36
3225,canso,2413.6000000000004,3444,198,304,137,171,58
3226,nicey,2413.6,3372,37,201,56,318,364
3227,sadly,2413.6,3176,365,304,75,162,364
3228,ogles,2413.3999999999996,3677,41,11,112,318,36
3229,inker,2413.2,3580,34,87,12,318,212
3230,lemon,2413.2,3588,87,241,61,132,130
3231,remou,2413.2,3662,105,241,61,132,1
3232,clans,2413.0,3407,198,200,306,182,36
3233,viers,2413.0,3617,43,201,177,150,36
3234,buteo,2412.7999999999997,3458,173,185,111,318,58
3235,moals,2412.7999999999997,3428,107,279,306,162,36
3236,snath,2412.7999999999997,3332,365,87,306,139,137
3237,coapt,2412.6,3297,198,279,306,50,253
3238,letch,2412.6,3537,87,241,111,150,137
3239,goals,2412.3999999999996,3422,115,279,306,162,36
3240,shere,2412.3999999999996,3182,365,144,177,150,422
3241,mease,2412.2,3189,107,241,306,171,422
3242,trifa,2412.0,3500,149,267,266,35,63
3243,beins,2411.8,3421,173,241,266,182,36
3244,hoard,2411.8,3405,69,279,306,150,118
3245,syboe,2411.8,3355,365,22,56,132,422
3246,moats,2411.4,3441,107,279,306,139,36
3247,pelma,2411.2,3602,141,241,112,68,63
3248,beach,2411.0,3347,173,241,306,150,137
3249,beams,2411.0,3469,173,241,306,68,36
3250,cains,2411.0,3361,198,304,266,182,36
3251,farls,2411.0,3485,135,304,163,162,36
3252,goats,2411.0,3435,115,279,306,139,36
3253,plues,2411.0,3445,141,200,165,318,36
