Rank,Word,Score,Pos1 Overall Freq,Pos1 Positional Freq,Pos2 Overall Freq,Pos2 Positional Freq,Pos3 Overall Freq,Pos3 Positional Freq,Pos4 Overall Freq,Pos4 Positional Freq,Pos5 Overall Freq,Pos5 Positional Freq
4735,axled,2158.9500000000003,975,37,716,1230,393,140,14,112,318,118
4736,coins,2158.9,475,753,670,573,668,198,279,266,182,36
4737,masty,2158.9,316,975,668,729,424,107,304,80,139,364
4738,larum,2158.6000000000004,716,975,897,466,316,87,304,163,82,42
4739,repel,2158.6,897,1230,365,1230,716,105,241,57,318,155
4740,fleer,2158.5,229,716,1230,1230,897,135,200,177,318,212
4741,unled,2158.5,466,573,716,1230,393,33,87,112,318,118
4742,oleum,2158.4500000000003,753,716,1230,466,316,41,200,177,82,42
4743,pizer,2158.4500000000003,365,670,40,1230,897,141,201,11,318,212
4744,split,2158.45,668,365,716,670,729,365,61,112,158,253
4745,choke,2158.15,475,387,753,210,1230,198,144,243,55,422
4746,trigs,2158.0,729,897,670,310,668,149,267,266,76,36
4747,proul,2157.9500000000003,365,897,753,466,716,141,267,243,82,155
4748,rakis,2157.75,897,975,210,670,668,105,304,12,158,36
4749,doily,2157.7000000000003,393,753,670,716,424,111,279,266,162,364
4750,trims,2157.7000000000003,729,897,670,316,668,149,267,266,68,36
4751,stoun,2157.6,668,729,753,466,573,365,77,243,82,130
4752,mobey,2157.45,316,753,280,1230,424,107,279,56,318,364
4753,ruach,2157.3500000000004,897,466,975,475,387,105,185,306,150,137
4754,herby,2157.35,387,1230,897,280,424,69,241,163,24,364
4755,balut,2157.1000000000004,280,975,716,466,729,173,304,112,82,253
4756,tizes,2157.1,729,670,40,1230,668,149,201,11,318,36
4757,stond,2157.05,668,729,753,573,393,365,77,243,182,118
4758,misal,2157.0,316,670,668,975,716,107,201,80,162,155
4759,readd,2156.7546585365853,897,1230,975,393,393,105,241,306,69,118
4760,veins,2156.75,152,1230,670,573,668,43,241,266,182,36
4761,tenes,2156.4500000000003,729,1230,573,1230,668,149,241,137,318,36
4762,botew,2156.4,280,753,729,1230,194,173,279,111,318,17
4763,manso,2156.4,316,975,573,668,753,107,304,137,171,58
4764,pedos,2156.2,365,1230,393,753,668,141,241,75,132,36
4765,logan,2156.1,716,753,310,975,573,87,279,67,162,130
4766,hilsa,2156.0,387,670,716,668,975,69,201,112,171,63
4767,hides,2155.95,387,670,393,1230,668,69,201,75,318,36
4768,pelog,2155.85,365,1230,716,753,310,141,241,112,132,41
4769,lathi,2155.8,716,975,729,387,670,87,304,111,28,11
4770,owsen,2155.75,753,194,668,1230,573,41,44,80,318,130
4771,regie,2155.7000000000003,897,1230,310,670,1230,105,241,67,158,422
4772,pilot,2155.7,365,670,716,753,729,141,201,112,132,253
4773,ralph,2155.6000000000004,897,975,716,365,387,105,304,112,50,137
4774,lapis,2155.6,716,975,365,670,668,87,304,57,158,36
4775,tamin,2155.55,729,975,316,670,573,149,304,61,158,130
4776,bason,2155.5,280,975,668,753,573,173,304,80,132,130
4777,octas,2155.5,753,475,729,975,668,41,40,111,162,36
4778,pansy,2155.4,365,975,573,668,424,141,304,137,171,364
4779,wails,2155.15,194,975,670,716,668,82,304,266,162,36
4780,birze,2154.9,280,670,897,40,1230,173,201,163,20,422
4781,lubes,2154.9,716,466,280,1230,668,87,185,56,318,36
4782,turns,2154.9,729,466,897,573,668,149,185,163,182,36
4783,ovary,2154.75,753,152,975,897,424,41,15,306,150,364
4784,agrin,2154.65,975,310,897,670,573,140,11,163,158,130
4785,noahs,2154.5,573,753,975,387,668,37,279,306,28,36
4786,ryots,2154.3,897,424,753,729,668,105,22,243,139,36
4787,rumal,2154.1000000000004,897,466,316,975,716,105,185,61,162,155
4788,sever,2154.1000000000004,668,1230,152,1230,897,365,241,49,318,212
4789,acrid,2154.05,975,475,897,670,393,140,40,163,158,118
4790,scene,2154.0,668,475,1230,573,1230,365,40,177,182,422
4791,tonga,2153.8,729,753,573,310,975,149,279,137,76,63
4792,varve,2153.7673008130087,152,975,897,152,1230,43,304,163,45,422
4793,forty,2153.6,229,753,897,729,424,135,279,163,139,364
4794,rugal,2153.5,897,466,310,975,716,105,185,67,162,155
4795,bowne,2153.4,280,753,194,573,1230,173,279,26,182,422
4796,eupad,2153.25,1230,466,365,975,393,72,185,57,162,118
4797,lepid,2153.15,716,1230,365,670,393,87,241,57,158,118
4798,perky,2153.1000000000004,365,1230,897,210,424,141,241,163,55,364
4799,linac,2153.05,716,670,573,975,475,87,201,137,162,31
4800,signa,2152.9,668,670,310,573,975,365,201,67,182,63
4801,pekan,2152.85,365,1230,210,975,573,141,241,12,162,130
4802,redif,2152.7,897,1230,393,670,229,105,241,75,158,26
4803,afros,2152.65,975,229,897,753,668,140,8,163,132,36
4804,fiere,2152.55,229,670,1230,897,1230,135,201,177,150,422
4805,wents,2152.45,194,1230,573,729,668,82,241,137,139,36
4806,raksi,2152.3500000000004,897,975,210,668,670,105,304,12,171,11
4807,swept,2152.3500000000004,668,194,1230,365,729,365,44,177,50,253
4808,chals,2152.25,475,387,975,716,668,198,144,306,162,36
4809,dewan,2152.25,393,1230,194,975,573,111,241,26,162,130
4810,dirty,2152.25,393,670,897,729,424,111,201,163,139,364
4811,farcy,2152.2000000000003,229,975,897,475,424,135,304,163,150,364
4812,reeaf,2152.0,897,1230,1230,975,229,105,241,177,162,26
4813,waits,2151.9500000000003,194,975,670,729,668,82,304,266,139,36
4814,carby,2151.9,475,975,897,280,424,198,304,163,24,364
4815,flory,2151.85,229,716,753,897,424,135,200,243,150,364
4816,goris,2151.85,310,753,897,670,668,115,279,163,158,36
4817,liang,2151.85,716,670,975,573,310,87,201,306,182,41
4818,delft,2151.75,393,1230,716,229,729,111,241,112,35,253
4819,kyloe,2151.75,210,424,716,753,1230,20,22,112,132,422
4820,wayed,2151.75,194,975,424,1230,393,82,304,29,318,118
4821,leuch,2151.7,716,1230,466,475,387,87,241,165,150,137
4822,sheng,2151.45,668,387,1230,573,310,365,144,177,182,41
4823,porns,2151.25,365,753,897,573,668,141,279,163,182,36
4824,terfe,2151.25,729,1230,897,229,1230,149,241,163,35,422
4825,scand,2151.15,668,475,975,573,393,365,40,306,182,118
4826,insee,2151.0,670,573,668,1230,1230,34,87,80,318,422
4827,fraus,2150.9500000000003,229,897,975,466,668,135,267,306,82,36
4828,tress,2150.898886178862,729,897,1230,668,668,149,267,177,171,36
4829,amate,2150.8023780487806,975,316,975,729,1230,140,38,306,139,422
4830,hinge,2150.75,387,670,573,310,1230,69,201,137,76,422
4831,oxies,2150.65,753,37,670,1230,668,41,14,266,318,36
4832,preen,2150.6000000000004,365,897,1230,1230,573,141,267,177,318,130
4833,souse,2150.596959349594,668,753,466,668,1230,365,279,165,171,422
4834,ouche,2150.4500000000003,753,466,475,387,1230,41,185,56,28,422
4835,leger,2150.4,716,1230,310,1230,897,87,241,67,318,212
4836,abris,2150.3500000000004,975,280,897,670,668,140,16,163,158,36
4837,louts,2150.3,716,753,466,729,668,87,279,165,139,36
4838,brads,2150.1,280,897,975,393,668,173,267,306,69,36
4839,inapt,2150.1,670,573,975,365,729,34,87,306,50,253
4840,jades,2150.0,27,975,393,1230,668,20,304,75,318,36
4841,sorra,2149.9613658536587,668,753,897,897,975,365,279,163,150,63
4842,boche,2149.8500000000004,280,753,475,387,1230,173,279,56,28,422
4843,famed,2149.85,229,975,316,1230,393,135,304,61,318,118
4844,eider,2149.6000000000004,1230,670,393,1230,897,72,201,75,318,212
4845,align,2149.6,975,716,670,310,573,140,200,266,76,130
4846,shand,2149.55,668,387,975,573,393,365,144,306,182,118
4847,devas,2149.45,393,1230,152,975,668,111,241,49,162,36
4848,plume,2149.35,365,716,466,316,1230,141,200,165,68,422
4849,vogie,2149.3,152,753,310,670,1230,43,279,67,158,422
4850,roneo,2149.206,897,753,573,1230,753,105,279,137,318,58
4851,chats,2149.05,475,387,975,729,668,198,144,306,139,36
4852,spelk,2149.05,668,365,1230,716,210,365,61,177,162,113
4853,ruins,2149.0,897,466,670,573,668,105,185,266,182,36
4854,omega,2148.9500000000003,753,316,1230,310,975,41,38,177,76,63
4855,pargo,2148.9,365,975,897,310,753,141,304,163,76,58
4856,rapid,2148.9,897,975,365,670,393,105,304,57,158,118
4857,routh,2148.85,897,753,466,729,387,105,279,165,139,137
4858,parmo,2148.6000000000004,365,975,897,316,753,141,304,163,68,58
4859,drier,2148.454804878049,393,897,670,1230,897,111,267,266,318,212
4860,techs,2148.45,729,1230,475,387,668,149,241,56,28,36
4861,eyrie,2148.2000000000003,1230,424,897,670,1230,72,22,163,158,422
4862,gynie,2148.15,310,424,573,670,1230,115,22,137,158,422
4863,pardy,2148.15,365,975,897,393,424,141,304,163,69,364
4864,poems,2148.05,365,753,1230,316,668,141,279,177,68,36
4865,heids,2147.85,387,1230,670,393,668,69,241,266,69,36
4866,teaze,2147.8,729,1230,975,40,1230,149,241,306,20,422
4867,indue,2147.6,670,573,393,466,1230,34,87,75,82,422
4868,colin,2147.5,475,753,716,670,573,198,279,112,158,130
4869,galut,2147.5,310,975,716,466,729,115,304,112,82,253
4870,semie,2147.35,668,1230,316,670,1230,365,241,61,158,422
4871,ladle,2147.228593495935,716,975,393,716,1230,87,304,75,162,422
4872,soars,2147.127081300813,668,753,975,897,668,365,279,306,150,36
4873,hazes,2147.1000000000004,387,975,40,1230,668,69,304,11,318,36
4874,bursa,2147.05,280,466,897,668,975,173,185,163,171,63
4875,ephas,2146.75,1230,365,387,975,668,72,61,9,162,36
4876,levis,2146.75,716,1230,152,670,668,87,241,49,158,36
4877,pyral,2146.7000000000003,365,424,897,975,716,141,22,163,162,155
4878,tilak,2146.65,729,670,716,975,210,149,201,112,162,113
4879,prier,2146.554804878049,365,897,670,1230,897,141,267,266,318,212
4880,mined,2146.55,316,670,573,1230,393,107,201,137,318,118
4881,franc,2146.4,229,897,975,573,475,135,267,306,182,31
4882,atoms,2146.3500000000004,975,729,753,316,668,140,77,243,68,36
4883,cense,2146.3500000000004,475,1230,573,668,1230,198,241,137,171,422
4884,sitka,2146.35,668,670,729,210,975,365,201,111,55,63
4885,scion,2146.3,668,475,670,753,573,365,40,266,132,130
4886,pedon,2146.25,365,1230,393,753,573,141,241,75,132,130
4887,sweer,2146.15,668,194,1230,1230,897,365,44,177,318,212
4888,dread,2145.9518048780487,393,897,1230,975,393,111,267,177,162,118
4889,orcin,2145.8,753,897,475,670,573,41,267,56,158,130
4890,scrab,2145.7000000000003,668,475,897,975,280,365,40,163,162,11
4891,lapin,2145.65,716,975,365,670,573,87,304,57,158,130
4892,mason,2145.6000000000004,316,975,668,753,573,107,304,80,132,130
4893,piend,2145.6000000000004,365,670,1230,573,393,141,201,177,182,118
4894,octan,2145.55,753,475,729,975,573,41,40,111,162,130
4895,flesh,2145.5,229,716,1230,668,387,135,200,177,171,137
4896,swain,2145.3500000000004,668,194,975,670,573,365,44,306,158,130
4897,falsy,2145.3,229,975,716,668,424,135,304,112,171,364
4898,rawin,2145.3,897,975,194,670,573,105,304,26,158,130
4899,withe,2145.3,194,670,729,387,1230,82,201,111,28,422
4900,basti,2145.25,280,975,668,729,670,173,304,80,139,11
4901,pheon,2145.2,365,387,1230,753,573,141,144,177,132,130
4902,devot,2145.05,393,1230,152,753,729,111,241,49,132,253
4903,karns,2144.9,210,975,897,573,668,20,304,163,182,36
4904,psoai,2144.9,365,668,753,975,670,141,16,243,162,11
4905,nogal,2144.85,573,753,310,975,716,37,279,67,162,155
4906,burke,2144.75,280,466,897,210,1230,173,185,163,55,422
4907,leets,2144.65,716,1230,1230,729,668,87,241,177,139,36
4908,lousy,2144.55,716,753,466,668,424,87,279,165,171,364
4909,enure,2144.5,1230,573,466,897,1230,72,87,165,150,422
4910,pawed,2144.5,365,975,194,1230,393,141,304,26,318,118
4911,rearm,2144.4576341463417,897,1230,975,897,316,105,241,306,150,42
4912,deres,2144.45,393,1230,897,1230,668,111,241,163,318,36
4913,horny,2144.35,387,753,897,573,424,69,279,163,182,364
4914,rutin,2144.3,897,466,729,670,573,105,185,111,158,130
4915,dwine,2144.25,393,194,670,573,1230,111,44,266,182,422
4916,ryoti,2144.15,897,424,753,729,670,105,22,243,139,11
4917,mobes,2144.05,316,753,280,1230,668,107,279,56,318,36
4918,rusty,2144.05,897,466,668,729,424,105,185,80,139,364
4919,urdee,2144.05,466,897,393,1230,1230,33,267,75,318,422
4920,herbs,2143.9500000000003,387,1230,897,280,668,69,241,163,24,36
4921,bides,2143.9,280,670,393,1230,668,173,201,75,318,36
4922,croft,2143.85,475,897,753,229,729,198,267,243,35,253
4923,rhino,2143.75,897,387,670,573,753,105,144,266,182,58
4924,besaw,2143.7000000000003,280,1230,668,975,194,173,241,80,162,17
4925,fogey,2143.65,229,753,310,1230,424,135,279,67,318,364
4926,gibel,2143.55,310,670,280,1230,716,115,201,56,318,155
4927,jones,2143.55,27,753,573,1230,668,20,279,137,318,36
4928,senas,2143.5270813008133,668,1230,573,975,668,365,241,137,162,36
4929,tabis,2143.4500000000003,729,975,280,670,668,149,304,56,158,36
4930,kenos,2143.4,210,1230,573,753,668,20,241,137,132,36
4931,bunce,2143.35,280,466,573,475,1230,173,185,137,150,422
4932,anent,2143.303756097561,975,573,1230,573,729,140,87,177,182,253
4933,acryl,2143.3,975,475,897,424,716,140,40,163,3,155
4934,adder,2143.175195121951,975,393,393,1230,897,140,20,75,318,212
4935,elfin,2143.15,1230,716,229,670,573,72,200,25,158,130
4936,audit,2143.1,975,466,393,670,729,140,185,75,158,253
4937,zones,2143.05,40,753,573,1230,668,3,279,137,318,36
4938,trait,2143.001792682927,729,897,975,670,729,149,267,306,158,253
4939,gonia,2142.9500000000003,310,753,573,670,975,115,279,137,158,63
4940,buaze,2142.75,280,466,975,40,1230,173,185,306,20,422
4941,actin,2142.65,975,475,729,670,573,140,40,111,158,130
4942,shalm,2142.65,668,387,975,716,316,365,144,306,162,42
4943,peres,2142.55,365,1230,897,1230,668,141,241,163,318,36
4944,knule,2142.4500000000003,210,573,466,716,1230,20,87,165,162,422
4945,caids,2142.4,475,975,670,393,668,198,304,266,69,36
4946,scout,2142.4,668,475,753,466,729,365,40,243,82,253
4947,wited,2142.3,194,670,729,1230,393,82,201,111,318,118
4948,banty,2142.2000000000003,280,975,573,729,424,173,304,137,139,364
4949,aptly,2142.05,975,365,729,716,424,140,61,111,162,364
4950,dirls,2142.05,393,670,897,716,668,111,201,163,162,36
4951,lunas,2142.05,716,466,573,975,668,87,185,137,162,36
4952,vines,2141.9,152,670,573,1230,668,43,201,137,318,36
4953,drags,2141.85,393,897,975,310,668,111,267,306,76,36
4954,morin,2141.6,316,753,897,670,573,107,279,163,158,130
4955,drams,2141.55,393,897,975,316,668,111,267,306,68,36
4956,pokey,2141.4,365,753,210,1230,424,141,279,12,318,364
4957,spica,2141.4,668,365,670,475,975,365,61,266,150,63
4958,siege,2141.35,668,670,1230,310,1230,365,201,177,76,422
4959,dropt,2141.15,393,897,753,365,729,111,267,243,50,253
4960,guyle,2141.15,310,466,424,716,1230,115,185,29,162,422
4961,perfs,2141.15,365,1230,897,229,668,141,241,163,35,36
4962,ogled,2141.1000000000004,753,310,716,1230,393,41,11,112,318,118
4963,doits,2141.1,393,753,670,729,668,111,279,266,139,36
4964,pouke,2141.1,365,753,466,210,1230,141,279,165,55,422
4965,algos,2140.8500000000004,975,716,310,753,668,140,200,67,132,36
4966,hants,2140.85,387,975,573,729,668,69,304,137,139,36
4967,alurk,2140.8,975,716,466,897,210,140,200,165,150,113
4968,plash,2140.8,365,716,975,668,387,141,200,306,171,137
4969,shout,2140.8,668,387,753,466,729,365,144,243,82,253
4970,wakes,2140.75,194,975,210,1230,668,82,304,12,318,36
4971,ileal,2140.7253739837397,670,716,1230,975,716,34,200,177,162,155
4972,types,2140.7000000000003,729,424,365,1230,668,149,22,57,318,36
4973,sleep,2140.65,668,716,1230,1230,365,365,200,177,318,56
4974,chirl,2140.6000000000004,475,387,670,897,716,198,144,266,150,155
4975,grads,2140.5,310,897,975,393,668,115,267,306,69,36
4976,abrin,2140.4,975,280,897,670,573,140,16,163,158,130
4977,claim,2140.4,475,716,975,670,316,198,200,306,158,42
4978,eruvs,2140.4,1230,897,466,152,668,72,267,165,45,36
4979,binal,2140.3,280,670,573,975,716,173,201,137,162,155
4980,sensa,2140.2969593495936,668,1230,573,668,975,365,241,137,171,63
4981,forts,2140.2000000000003,229,753,897,729,668,135,279,163,139,36
4982,mrads,2140.2,316,897,975,393,668,107,267,306,69,36
4983,pirls,2140.15,365,670,897,716,668,141,201,163,162,36
4984,toidy,2140.1,729,753,670,393,424,149,279,266,69,364
4985,prags,2139.9500000000003,365,897,975,310,668,141,267,306,76,36
4986,sapid,2139.9500000000003,668,975,365,670,393,365,304,57,158,118
4987,south,2139.9,668,753,466,729,387,365,279,165,139,137
4988,shaft,2139.75,668,387,975,229,729,365,144,306,35,253
4989,perks,2139.7000000000003,365,1230,897,210,668,141,241,163,55,36
4990,prams,2139.65,365,897,975,316,668,141,267,306,68,36
4991,skeer,2139.65,668,210,1230,1230,897,365,10,177,318,212
4992,craws,2139.35,475,897,975,194,668,198,267,306,25,36
4993,gobar,2139.05,310,753,280,975,897,115,279,56,162,212
4994,staph,2138.95,668,729,975,365,387,365,77,306,50,137
4995,clads,2138.9,475,716,975,393,668,198,200,306,69,36
4996,wavey,2138.9,194,975,152,1230,424,82,304,49,318,364
4997,amity,2138.85,975,316,670,729,424,140,38,266,139,364
4998,dirts,2138.85,393,670,897,729,668,111,201,163,139,36
4999,lweis,2138.8,716,194,1230,670,668,87,44,177,158,36
5000,binge,2138.7,280,670,573,310,1230,173,201,137,76,422
5001,talar,2138.6462804878047,729,975,716,975,897,149,304,112,162,212
5002,mazey,2138.55,316,975,40,1230,424,107,304,11,318,364
5003,carbs,2138.5,475,975,897,280,668,198,304,163,24,36
5004,sauch,2138.5,668,975,466,475,387,365,304,165,150,137
5005,flors,2138.45,229,716,753,897,668,135,200,243,150,36
5006,becap,2138.3500000000004,280,1230,475,975,365,173,241,56,162,56
5007,lotic,2138.35,716,753,729,670,475,87,279,111,158,31
5008,clons,2138.3,475,716,753,573,668,198,200,243,182,36
5009,shakt,2138.3,668,387,975,210,729,365,144,306,55,253
5010,blend,2138.1,280,716,1230,573,393,173,200,177,182,118
5011,acold,2137.9500000000003,975,475,753,716,393,140,40,243,162,118
5012,evils,2137.75,1230,152,670,716,668,72,15,266,162,36
5013,field,2137.75,229,670,1230,716,393,135,201,177,162,118
5014,gaunt,2137.7,310,975,466,573,729,115,304,165,182,253
5015,epics,2137.65,1230,365,670,475,668,72,61,266,150,36
5016,prang,2137.65,365,897,975,573,310,141,267,306,182,41
5017,wadge,2137.65,194,975,393,310,1230,82,304,75,76,422
5018,doxie,2137.55,393,753,37,670,1230,111,279,12,158,422
5019,twerp,2137.4500000000003,729,194,1230,897,365,149,44,177,150,56
5020,brays,2137.45,280,897,975,424,668,173,267,306,3,36
5021,maunt,2137.4,316,975,466,573,729,107,304,165,182,253
5022,rigol,2137.3,897,670,310,753,716,105,201,67,132,155
5023,sneck,2137.2000000000003,668,573,1230,475,210,365,87,177,150,113
5024,tsadi,2137.2000000000003,729,668,975,393,670,149,16,306,69,11
5025,knawe,2137.1,210,573,975,194,1230,20,87,306,25,422
5026,levin,2136.8,716,1230,152,670,573,87,241,49,158,130
5027,puled,2136.8,365,466,716,1230,393,141,185,112,318,118
5028,forex,2136.65,229,753,897,1230,37,135,279,163,318,8
5029,curio,2136.4500000000003,475,466,897,670,753,198,185,163,158,58
5030,adult,2136.45,975,393,466,716,729,140,20,165,162,253
5031,ahold,2136.35,975,387,753,716,393,140,144,243,162,118
5032,hajes,2136.35,387,975,27,1230,668,69,304,3,318,36
5033,stack,2136.3,668,729,975,475,210,365,77,306,150,113
5034,vague,2136.25,152,975,310,466,1230,43,304,67,82,422
5035,soldi,2136.2000000000003,668,753,716,393,670,365,279,112,69,11
5036,kails,2136.05,210,975,670,716,668,20,304,266,162,36
5037,these,2136.05,729,387,1230,668,1230,149,144,177,171,422
5038,eikon,2135.9500000000003,1230,670,210,753,573,72,201,12,132,130
5039,recks,2135.8500000000004,897,1230,475,210,668,105,241,56,55,36
5040,fumer,2135.85,229,466,316,1230,897,135,185,61,318,212
5041,crusy,2135.75,475,897,466,668,424,198,267,165,171,364
5042,steed,2135.75,668,729,1230,1230,393,365,77,177,318,118
5043,tarzy,2135.75,729,975,897,40,424,149,304,163,20,364
5044,wiled,2135.6,194,670,716,1230,393,82,201,112,318,118
5045,frits,2135.5,229,897,670,729,668,135,267,266,139,36
5046,manly,2135.5,316,975,573,716,424,107,304,137,162,364
5047,agate,2135.3523780487803,975,310,975,729,1230,140,11,306,139,422
5048,fices,2135.3,229,670,475,1230,668,135,201,56,318,36
